"ID","Reported Fiscal Year","Fiscal Year","Borough (Code)","Full Borough Name","Council District","Neighborhoods","Sponsor","Project Title","Project Description","Budget Line","Award Amount ($)"
"HN CN011","FY23","FY23","M","Manhattan","","","Speaker","SCHOOL OF PROFESSIONAL STUDIES","WORKSPACE EXPANSION & WELCOME CENTER RELOCATION","HN D300",1500000
"HN CN012","FY23","FY23","M","Manhattan","","","Speaker","HUNTER CAMPUS HIGH SCHOOL","ROOF REPLACEMENT","HN D002",1000000
"HN CN015","FY23","FY23","X","Bronx",91,"","Speaker, Bronx Delegation","LEHMAN COLLEGE","NURSING FACILITY UPGRADE/RENOVATION","HN D300",2000000
"HN CN016","FY23","FY23","Q","Queens","","","Speaker","LAGUARDIA COMMUNITY COLLEGE","WORKFORCE DEVELOPMENT LABS","HN D002",2000000
"HN CN017","FY23","FY23","Q","Queens","","","Speaker","QUEENSBOROUGH COMMUNITY COLLEGE","KENNEDY HALL GYM & SHOWER ROOM","HN D002",1000000
"HN CN019","FY23","FY23","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Speaker, Williams","YORK COLLEGE","TENNIS COURT, FIELD OFFICE RESTROOM","HN D300",1245000
"HN CN020","FY23","FY23","Q","Queens","","","Speaker","SCHOOL OF LAW","AUDITORIUM A/V EQUIP. UPGRADES","HN D300",500000
"HN CN021","FY23","FY23","K","Brooklyn","","","Speaker","BROOKLYN COLLEGE","MAIN QUAD REHABILITATION","HN D300",1000000
"HN CN023","FY23","FY23","K","Brooklyn","","","Speaker","NYC COLLEGE OF TECHNOLOGY","INSTRUCTIONAL TECHNICAL EQUIPMENT","HN D300",1000000
"HN CN025","FY23","FY23","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Rivera","BARUCH COLLEGE ADA BATHROOMS","BARUCH COLLEGE ADA BATHROOMS","HN D300",425000
"HN CN026","FY23","FY23","M","Manhattan",4,"Chelsea, Hell's Kitchen, Hudson Yards, Garment District","Powers","CUNY HUNTER COLLEGE - CAMPUS BEAUTIFICATION EFFORTS","CAMPUS BEAUTIFICATION EFFORTS","HN D300",100000
"HN CN027","FY23","FY23","M","Manhattan",4,"Chelsea, Hell's Kitchen, Hudson Yards, Garment District","Powers","CUNY HUNTER COLLEGE - PERFORMING ARTS HUB","PERFORMING ARTS HUB","HN D300",150000
"HN CN028","FY23","FY23","M","Manhattan",4,"Chelsea, Hell's Kitchen, Hudson Yards, Garment District","Powers","HUNTER COLLEGE CAMPUS SCHOOLS - PLAYGROUND RENOVATION","PLAYGROUND RENOVATION","HN D002",150000
"HN CN029","FY23","FY23","M","Manhattan",4,"Chelsea, Hell's Kitchen, Hudson Yards, Garment District","Powers","CUNY GRADUATE CENTER - PUBLIC VENUES AUDIO VISUAL UPGRADE","PUBLIC VENUES AUDIO VISUAL UPGRADE","HN D300",400000
"HN CN030","FY23","FY23","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Brewer","JOHN JAY COLLEGE OF CRIMINAL JUSTICE WIFI UPGRADE","JAY WALK OUTDOOR WI-FI UPGRADE","HN D300",90000
"HN CN032","FY23","FY23","X","Bronx",11,"","Dinowitz","BRONX COMMUNITY COLLEGE - ELEVATOR","GOULD MEMORIAL LIBRARY ELEVATOR","HN D002",75000
"HN CN033","FY23","FY23","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","QUEEN COLLEGE","RATHAUS HALL RENOVATION","HN D300",800000
"HN CN034","FY23","FY23","Q","Queens",26,"Bayside, Douglaston, Little Neck","Speaker, Won","CUNY LAGUARDIA COMMUNITY COLLEGE","CONVERSION OF SHENKER HALL INTO A WORKFORCE DEVELOPMENT TRAINING FACILITY","HN D002",3000000
"HN CN039","FY23","FY23","Q","Queens",94,"","Speaker, Queens Delegation","QUEENS COLLEGE: RATHAUS HALL RENOVATION","TOTAL RENOVATION OF RATHAUS HALL LOCATED ON THE QUEENS COLLEGE CAMPUS.","HN D300",1500000
"HN CN040","FY23","FY23","R","Staten Island",95,"","Speaker, Staten Island Delegation","CUNY COLLEGE OF STATEN ISLAND","NEW STEM LAB","HN D300",1200000
"HN CN042","FY23","FY23","K","Brooklyn","","","Speaker","MEDGAR EVERS COLLEGE","CAMPUS-WIDE ACCESS LOCK CONTROL & PUBLIC ADDRESS SAFETY SYSTEMS","HN D300",2700000
"HN CN043","FY23","FY23","R","Staten Island","","","Speaker","COLLEGE OF STATEN ISLAND","4N MAKERSPACE","HN D300",1600000
"HN CN044","FY23","FY23","R","Staten Island","","","Speaker","CUNY-WIDE","HEALTH, SAFETY AND ADA PROJECTS","HN D002",10000000
"HN CN047","FY23","FY23","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Williams","YORK COLLEGE","TENNIS COURT, FIELD OFFICE RESTROOM","HN D300",255000
"HO CN001","FY23","FY23","M","Manhattan",1,"Financial District, Tribeca, Chinatown, SoHo, Battery Park City","Marte","GOUVERNEUR HOSPITAL OUTDOOR GARDEN RENOVATION","FUNDING TO RENOVATE THE PATIENT/RESIDENT OUTDOOR GARDEN AT GOUVERNEUR HOSPITAL","HO D003",100000
"HO CN002","FY23","FY23","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Rivera","H+H BELLEVUE PEDIATRIC ULTRASOUND","H+H BELLEVUE PEDIATRIC ULTRASOUND","HO D003",250000
"HO CN003","FY23","FY23","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Rivera","H+H GOUVENEUR EYE & VISION EXPANSION","H+H GOUVENEUR EYE & VISION EXPANSION","HO D003",150000
"HO CN004","FY23","FY23","M","Manhattan",4,"Chelsea, Hell's Kitchen, Hudson Yards, Garment District","Powers","BELLEVUE HOSPITAL - NEW PEDIATRIC ULTRASOUND MACHINES","REPLACEMENT OF PEDIATRICS ULTRASOUND (2)","HO D003",250000
"HO CN006","FY23","FY23","M","Manhattan",5,"Midtown, Flatiron District, NoMad, Union Square, Times Square","Menin","COLER HOSPITAL - ROOSEVELT ISLAND","FIRE ALARM UPGRADES","HO D003",150000
"HO CN007","FY23","FY23","M","Manhattan",8,"Upper East Side, Carnegie Hill, Yorkville, Lenox Hill","Speaker, Ayala","METROPOLITAN HOSPITAL","CT SCANNER, PORTABLE C-ARM, ULTRASOUND UNIT","HO D003",4971000
"HO CN008","FY23","FY23","M","Manhattan",9,"Harlem, East Harlem, Morningside Heights","Jordan","SKILLED NURSING TELEMETRY EXPANSION - HEALTH + HOSPITALS CARTER","ADDING VITALS TELEMETRY AND CONTINUOUS CARDIAC/ECG MONITORING CAPABILITIES TO SKILLED NURSING FACILITIES.  THE ADDED CAPABILITY WILL ALLOW PAC TO SERVE NEW POPULATION FROM ACUTE SITES.","HO D003",436000
"HO CN009","FY23","FY23","X","Bronx",11,"","Speaker, Dinowitz","NORTH CENTRAL BRONX - MACHINE REPLACEMENT","RADIOLOGY MAMMOGRAPHY MACHINE REPLACEMENT","HO D003",463000
"HO CN010","FY23","FY23","X","Bronx",11,"","Dinowitz","NORTH CENTRAL BRONX HOSPITAL - ULTRASOUND","RHEUMATOLOGY ULTRASOUND","HO D003",150000
"HO CN012","FY23","FY23","X","Bronx",13,"","Speaker, Vel├ízquez","NYC HEALTH + HOSPITALS/JACOBI HYPERBARIC AREA UPGRADE","FUNDING WILL PROVIDE FOR AN UPGRADE OF JACOBI HOSPITAL'S HYPERBARIC CHAMBER.","HO D003",10000000
"HO CN013","FY23","FY23","X","Bronx",13,"","Vel├ízquez","NYC HEALTH + HOSPITALS/JACOBI ULTRASOUND MACHINES","FUNDING TO PROVIDE FOR TWO NEW ULTRASOUND MACHINES AT NYC HEALTH + HOSPITALS/JACOBI","HO D003",286000
"HO CN014","FY23","FY23","X","Bronx",13,"","Vel├ízquez","NYC HEALTH + HOSPITALS/JACOBI ECHOCARDIOGRAPHY ULTRASOUNDS MACHINES","REPLACE TWO ECHOCARDIOGRAPH ECHOCARDIOGRAPHY ULTRASOUNDS MACHINES ULTRASOUNDS MACHINES AT NYC HEALTH + HOSPITALS/JACOBI.","HO D003",500000
"HO CN015","FY23","FY23","X","Bronx",17,"","Speaker, Salamanca","LINCOLN HOSPITAL, MEDICAL EQUIPMENT","FUNDING WILL BE USED FOR ULTRASOUND & NEONATAL EQUIPMENT, AND OPERATING ROOM C-ARMS","HO D003",3200000
"HO CN017","FY23","FY23","Q","Queens",21259497,"","Speaker, Moya, Krishnan, Queens Delegation, BLAC","ELMHURST HOSPITAL J1 INFECTIOUS DISEASE CLINIC","THE CURRENT SPACE WAS BUILT IN 1950S AND NEVER UPGRADED. MODERNIZATION IS NEEDED TO IMPROVE THE CLINICAL CARE GIVING ENVIRONMENT. PROJECT WILL BE PHASED DUE TO LACK OF SWING SPACE.","HO D003",4620000
"HO CN018","FY23","FY23","Q","Queens",2125,"","Speaker, Moya, Krishnan","ELMHURST HOSPITAL ENTRANCE AND VESTIBULES","IMPROVEMENTS TO THE MAIN BUILDING (BROADWAY) AND SECONDARY BUILDING (41ST AVE): IMPROVE AIR FILTRATION AND CIRCULATION SYSTEMS; ENERGY EFFICIENCY IMPROVEMENTS TO WINDOWS AND ENTRANCES; BETTER CLIMATE CONTROL IN THE LOBBIES; MODERNIZE SECURITY SYSTEMS; I","HO D003",3500000
"HO CN019","FY23","FY23","Q","Queens",21,"Elmhurst, Corona","Speaker, Moya","ELMHURST HOSPITAL COOLING TOWER","NEW COOLING TOWER","HO D003",2000000
"HO CN020","FY23","FY23","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Speaker, Gennaro","H+H REPLACE AND UPGRADE 2ND FLUOROSCOPY ROOM","REPLACE AND UPGRADE 2ND FLUOROSCOPY ROOM","HO D003",850000
"HO CN021","FY23","FY23","Q","Queens",24,"Kew Gardens, Kew Gardens Hills, Briarwood","Gennaro","NYC H+H/QUEENS - EQUIPMENT","REPLACE AND UPGRADE FOUR RADIOLOGY ULTRASOUNDS","HO D003",535000
"HO CN025","FY23","FY23","Q","Queens",25,"Jamaica, Hollis, St. Albans","Krishnan","ELMHURST HOSPITAL - ENTRY RECONSTRUCTION","BROADWAY ENTRANCE AND VESTIBULE REMODEL","HO D003",380000
"HO CN026","FY23","FY23","Q","Queens",25,"Jamaica, Hollis, St. Albans","Krishnan","ELMHURST HOSPITAL - CLINIC RECONSTRUCTION","HIV/TB INFECTIOUS DISEASE CLINIC","HO D003",380000
"HO CN028","FY23","FY23","K","Brooklyn",36,"Crown Heights, Prospect Heights, Weeksville","Speaker, Oss├⌐","ED CT SCANNER REPLACEMENT AT WOODHULL HOSPITAL","FUNDING WILL GO TOWARDS REPLACING THE ED CT SCANNER AT WOODHULL, THE CURRENT UNIT IS OUT OF DATE.","HO D003",1776000
"HO CN030","FY23","FY23","K","Brooklyn",37,"East New York, Cypress Hills, Starrett City","Nurse","HEALTH AND HOSPITALS: GOTHAM EAST NY","FUNDING TO IMPLEMENT DCV AND UPGRADE BMS TO DIGITAL","HO D003",288000
"HO CN033","FY23","FY23","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Barron","HEALTH & HOSPITALS - GOTHAM HEALTH","REPLACE NATURAL GAS BOILER WITH HIGHER THERMAL EFFICIENCY NATURAL GAS BOILER","HO D003",375000
"HO CN034","FY23","FY23","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Barron","HEALTH & HOSPITALS - GOTHAM HEALTH","REPLACE ELECTRICAL GENERATORS, PANELS AND SWITCHBOARD","HO D003",147000
"HO CN035","FY23","FY23","K","Brooklyn",47,"","Kagan","CONEY ISLAND HOSPITAL PATIENT TRANSPORTATION BUS","├üVEHICLE WILL PROVIDES IMPORTANT TRANSPORT FOR PATIENTS TO AND FROM THEIR CARE VISITS.├ü","HO D003",200000
"HO CN036","FY23","FY23","K","Brooklyn",48,"","Vernikov","CONEY ISLAND HOSPITAL","ROOF REHAB, PATROL CAR, RECORDING SYSTEM","HO D003",400000
"HO CN042","FY23","FY23","K","Brooklyn",34,"Bushwick","Speaker, Gutierrez","OB ULTRASOUND REPLACEMENT AT H+H WOODHULL","CURRENT EQUIPMENT IS OVER TEN YEARS OLD AND IS NEED OF A REPLACEMENT TO BETTER SERVE EXPECTANT MOTHERS.","HO D003",500000
"HO CN044","FY23","FY23","Q","Queens",28,"","Speaker, Adams","NYC HHC QUEENS HOSPITAL","MRI SUITE REPLACEMENT","HO D003",2000000
"HO CN045","FY23","FY23","Q","Queens",28,"","Speaker, Adams","NYC HHC QUEENS HOSPITAL","REPLACE AND UPGRADE 2ND FLOROSCOPY RM","HO D003",850000
"HO CN046","FY23","FY23","Q","Queens",28,"","Speaker, Adams","NYC HHC QUEENS HOSPITAL","REPLACE AND UPGRADE 4 RADIOLOGY ULTRASOUNDS","HO D003",535000
"HO CN047","FY23","FY23","Q","Queens",28,"","Speaker, Adams","NYC HHC QUEENS HOSPITAL","EMERGENCY DEPT OBSERVATION UNIT REMODEL","HO D003",500000
"HO RR001","FY23","FY23","K","Brooklyn","","","NA","H+H GOTHAM HEALTH","REPLACEMENT LED FIXTURES, INSTALL DAYLIGHT SENSOR AND LIGHTING CONTROL","HO D003",782000
"HR NC001","FY23","FY23","M","Manhattan",1,"Financial District, Tribeca, Chinatown, SoHo, Battery Park City","Marte","HENRY STREET SETTLEMENT","FUNDING TO UPGRADE TECHNOLOGY AT 301 HENRY STREET","PW DN653",95000
"HR NC003","FY23","FY23","M","Manhattan",2,"Greenwich Village, West Village, SoHo, NoHo, Little Italy, Chinatown","Speaker, Rivera","PROJECT RENEWAL, INC./THIRD STREET SHELTER","KITCHEN RENOVATION AT THIRD STREET SHELTER","HH D025",1000000
"HR NC009","FY23","FY23","M","Manhattan",6,"Murray Hill, Kips Bay, Tudor City, Gramercy Park, Stuyvesant Town","Brewer","METROPOLITAN NEW YORK COORINATING COUNCIL ON JEWISH PROVERTY","UPGRADE AND EXPAND ITS KOSHER FOOD NETWORK WAREHOUSE FACILITIES","AG DN262",75000
"HR NC012","FY23","FY23","M","Manhattan",7,"Upper West Side, Manhattan Valley, Morningside Heights","Abreu","BIOBUS, INC.","FUNDING TO PURCHASE A NEW TRUCK FOR TRANSPORTING SCIENCE STATION.","PW DN02A",69000
"HR NC014","FY23","FY23","X","Bronx",8,"","Ayala","163RD ST IMPROVEMENT COUNCIL","OUTFIT AND EQUIPMENT FOR A THRIFT SHOP/CAFE.","PW DN03E",121000
"HR NC018","FY23","FY23","X","Bronx",11,"","Dinowitz","RIVERDALE NEIGHBORHOOD HOUSE, INC.","GREEN INFRASTRUCTURE","PW DN583",402000
"HR NC019","FY23","FY23","X","Bronx",11,"","Dinowitz","METROPOLITY NEW YORK COORDINATING COUNCIL ON JEWISH POVERTY","CONSTRUCTION AND RENOVATION OF FOOD WAREHOUSE","AG DN262",20000
"HR NC020","FY23","FY23","X","Bronx",11,"","Dinowitz","BRONXNET (BRONX COMMUNITY CABLE PROGRAMMING CORP.) - EQUIPMENT AND VAN","MULTIPOINT/MULTI-IMPACT COMMUNITY MEDIA","PW DN448",74000
"HR NC021","FY23","FY23","X","Bronx",11,"","Dinowitz","MOSHOLU-MONTEFIORE COMMUNITY CENTER, INC.","ROOF REHAB AT MMCC MAIN CENTER","HR DN02W",483000
"HR NC024","FY23","FY23","X","Bronx",13,"","Vel├ízquez","REGIONAL AID FOR INTERIM NEEDS, INC.","ADDITIONAL FUNDING FOR EXISTING PROJECT 850 PW20RAIN2 TOWARDS PURCHASE OF A VAN FOR BOSTON ROAD LOCATION.","PW DN928",47000
"HR NC027","FY23","FY23","Q","Queens",25,"Jamaica, Hollis, St. Albans","Krishnan","CHHAYA COMMUNITY DEVELOPMENT CORPORATION- COMMUNITY CENTER","FUNDING FOR ACQUISITION OF 37-21 75TH STREET","ED DN04E",250000
"HR NC028","FY23","FY23","Q","Queens",27,"Far Rockaway, Edgemere, Arverne","Williams","THE CAMPAIGN AGAINST HUNGER","WAREHOUSE/FOOD HUB ACQUISITION - ADDITIONAL FUNDING FOR FMS PROJ ID 856 PWDNCAH","PW DN03G",200000
"HR NC030","FY23","FY23","Q","Queens",29,"","Speaker, Schulman","METROPOLITAN NEW YORK COORINATING COUNCIL ON JEWISH PROVERTY","MET COUNCIL FOOD NETWORK WAREHOUSE","AG DN262",3229000
"HR NC031","FY23","FY23","Q","Queens",29,"","Schulman","ALPHAPOINTE, INC.","HVAC SYSTEM UPGRADE AT FACILITY IN RICHMONHILL, QUEENS","HR DN04F",256000
"HR NC033","FY23","FY23","Q","Queens",31,"","Brooks-Powers","THE CAMPAIGN AGAINST HUNGER","WAREHOUSE/FOOD HUB ACQUISITION - ADDITIONAL FUNDING FOR FMS PROJ ID 856 PWDNCAH","PW DN03G",475000
"HR NC034","FY23","FY23","K","Brooklyn",33,"Greenpoint, Williamsburg","Restler","UNITED JEWISH ORGANIZATIONS OF WILLIAMSBURG, INC.","NEW HEADQUARTERS FOR UJO.","PW DN436",742000
"HR NC035","FY23","FY23","K","Brooklyn",33,"Greenpoint, Williamsburg","Restler","ST. NICKS ALLIANCE CORP. - MASPETH MANAGERS","SUPPORT THE CONSTRUCTION OF 311 UNITS OF LOW INCOME RENTAL HOUSING ON THE FORMERGREENPOINT HOSPITAL SITE AT 101 MASPETH AVE, BROOKLYN","HD D020",200000
"HR NC037","FY23","FY23","K","Brooklyn",34,"Bushwick","Gutierrez","CHURCHES UNITED FOR FAIR HOUSING, INC.","PURCHASE OF A PROPERTY TO BE USED AS ORGANIZATIONAL HEADQUARTERS TO EXPAND SERVICES FOR CONSTITUENTS.","HR DN04A",500000
"HR NC038","FY23","FY23","K","Brooklyn",35,"Bedford-Stuyvesant, Ocean Hill","Speaker, Hudson","CHURCHES UNITED FOR FAIR HOUSING, INC.","FUNDING TO PURCHASE A PROPERTY TO BE USED AS ITS ORGANIZATIONAL HEADQUARTERS, WHERE IT WILL EXPAND ITS FRONTLINE HOUSING, HOUSING-RELATED AND QUALITY-OF-LIFE SERVICES TO REACH MORE CONSTITUENTS.","HR DN04A",3500000
"HR NC040","FY23","FY23","K","Brooklyn",36,"Crown Heights, Prospect Heights, Weeksville","Oss├⌐","ST. NICKS ALLIANCE CORP","FUNDING WILL GO TOWARDS THE FINANCING OF THREE AFFORDABLE HOUSING DEVELOPMENTS.","HD D020",1000000
"HR NC044","FY23","FY23","K","Brooklyn",42,"Coney Island, Sea Gate, Brighton Beach, West Brighton","Barron","THE CAMPAIGN AGAINST HUNGER","WAREHOUSE/FOOD HUB ACQUISITION - ADDITIONAL FUNDING FOR FMS PROJ ID 856 PWDNCAH","PW DN03G",500000
"HR NC045","FY23","FY23","K","Brooklyn",43,"","Speaker, Brannan","THE GUILD FOR EXCEPTIONAL CHILDREN, INC.","ADDITIONAL FUNDING FOR UPGRADES TO MAIN GEC BUILDING SPACE AT 260 68TH STREET IN BROOKLYN","CS DN799",437000
"HR NC046","FY23","FY23","K","Brooklyn",45,"","Louis","WOMEN'S LEAGUE COMMUNITY RESIDENCES INC DBA MAKOR","FUNDS WILL SUPPORT INTIAL OUTFITTING 1400-1404 CONEY ISLAND","HL DN908",100000
"HR NC047","FY23","FY23","K","Brooklyn",45,"","Louis","COUNCIL OF PEOPLES ORGANIZATION, INC.","ACQUISITION OF 1075-79 CONEY ISLANE AVENUE","HR DN01J",400000
"HR NC048","FY23","FY23","K","Brooklyn",46,"","Narcisse","THE CAMPAIGN AGAINST HUNGER","WAREHOUSE/FOOD HUB ACQUISITION - ADDITIONAL FUNDING FOR FMS PROJ ID 856 PWDNCAH","PW DN03G",250000
"HR NC049","FY23","FY23","K","Brooklyn",47,"","Kagan","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC.","VEHICLE PURCHASE(S) FOR CONEY ISLAND COMMUNITY SHUTTLE","AG DN216",164000
"HR NC059","FY23","FY23","M","Manhattan",97,"","Speaker, BLAC","BIOBUS, INC.","OUTFITTING THE BRONXS NEW MOBILE LAB","PW DN02A",252000
"HR NC060","FY23","FY23","M","Manhattan",97,"","Speaker, BLAC","CHILDREN OF PROMISE, NYC","FUNDING TO BE USED FOR THE PURCHASE OF BRONX FACILITY.","HR DN04J",2000000
"HR NC063","FY23","FY23","K","Brooklyn",3343,"","Speaker, Restler, Brannan","UNITED JEWISH ORGANIZATIONS OF WILLIAMSBURG, INC.","NEW HEADQUARTERS FOR UJO.","PW DN436",2958000
"HR NC064","FY23","FY23","M","Manhattan",93590,"","Speaker, Jordan, Hudson, LGBT Caucus","ALI FORNEY CENTER TRANSGENDER YOUTH HOMELESS HOUSING","FUNDING TO PURCHASE A PROPERTY FOR TRANSITIONAL HOUSING FOR HOMELESS TRANSGENDER YOUNG ADULTS","HR DN917",2900000
"HR NC065","FY23","FY23","K","Brooklyn",404592,"","Speaker, Joseph, Louis, Brooklyn Delegation","COUNCIL OF PEOPLES ORGANIZATION, INC.","ACQUISITION OF 1075-79 CONEY ISLANE AVENUE","HR DN01J",733000
"HR NC066","FY23","FY23","K","Brooklyn",3546929798,"","Speaker, Hudson, Narcisse, Brooklyn Delegation, BLAC, Women's Caucus","THE CAMPAIGN AGAINST HUNGER","WAREHOUSE/FOOD HUB ACQUISITION - ADDITIONAL FUNDING FOR FMS PROJ ID 856 PWDNCAH","PW DN03G",5525000
"HR NC067","FY23","FY23","A","Unknown",28,"","Speaker, Adams","NEW YORK LEGAL ASSISTANCE GROUP","MOBILE 35-FT LEGAL VAN","PW DN061",453000
"HW CN002","FY23","FY23","M","Manhattan",10,"Central Harlem, Strivers' Row, Hamilton Heights","Speaker, De La Rosa","YESHIVA UNIVERSITY PUBLIC STREET SPACE IMPROVEMENT","CONSTUCTION OF A PEDESTRIAN PLAZA AT THE INTERSECTION OF W 185TH STREET AND AMSTERDAM AVENUE AND EXTENDING NORTH-SOUTH ALONG THE EAST SIDE OF AMSTERDAM AVENUE, APPROCIMATLEY BETWEEN W 184TH AND W 186TH STREET","HW D102",6500000
"HW CN003","FY23","FY23","M","Manhattan",10,"Central Harlem, Strivers' Row, Hamilton Heights","De La Rosa","YESHIVA UNIVERSITY PUBLIC STREET SPACE IMPROVEMENT","STREET UPGRADES INFRONT OF YESHIVA UNIVERSITY","HW D102",250000
"HW CN004","FY23","FY23","X","Bronx",12,"","Riley","DISTRICT 12 - STREET RESURFACING","STREET RESURFACING","HW D105",250000
"HW CN005","FY23","FY23","Q","Queens",26,"Bayside, Douglaston, Little Neck","Won","GREAT STREETS VISION ZERO - QUEENS BOULEVARD","QUEENS BOULEVARD SEGMENT A","HW D103",500000
"HW CN006","FY23","FY23","Q","Queens",32,"","Ariola","DOT RESURFACING D32","FUNDS WILL BE USED FOR THE DEPARTMENT OF TRANSPORTATION TO RESURFACE ROADS WITHIN COUNCIL DISTRICT 32","HW D103",250000
"HW CN008","FY23","FY23","K","Brooklyn",33,"Greenpoint, Williamsburg","Restler","CADMAN PLAZA TURF","TO REPLACE THE TURF AT CADMAN PLAZA.","P  D017",725000
"HW CN009","FY23","FY23","K","Brooklyn",33,"Greenpoint, Williamsburg","Restler","BROOKLYN HEIGHTS HISTORIC STREETLIGHTS","BROOKLYN HEIGHTS HISTORIC STREETLIGHTS","TF D503",500000
"HW CN010","FY23","FY23","K","Brooklyn",34,"Bushwick","Gutierrez","DISTRICT 34 DEPARTMENT OF TRANSPORTATION, PEDESTRIAN SAFETY PB","THIS FUNDING WILL SUPPORT PEDESTRIAN SAFETY BY IMPROVING SIDEWALKS AND OTHER PUBLIC SPACES IN D34.","HW D101",300000
"HW CN011","FY23","FY23","K","Brooklyn",35,"Bedford-Stuyvesant, Ocean Hill","Hudson","DOT FLATBUSH AVE SAFETY IMPROVEMENTS","FUNDING FOR STREETSCAPE IMPROVEMENTS, INCLUDING EXPANDING PUBLIC SPACE AND SIDEWALKS, IMPROVING INTERSECTION GEOMETRY, INSTALLING A RAISED SHARED STREET, SHORTENING CROSSING DISTANCES, AND CALMING TRAFFIC MOVEMENTS","HW D101",500000
"HW CN013","FY23","FY23","K","Brooklyn",39,"Flatbush, Midwood, Kensington","Hanif","FLATBUSH AVENUE DOWNTOWN BROOKLYN SAFETY IMPROVEMENTS","IMPROVE THE PEDESTRIAN EXPERIENCE AND ENHANCE SAFETY FLATBUSH AVE FROM LIVINGSTON ST TO PACIFIC ST.","HW D101",500000
"HW CN014","FY23","FY23","K","Brooklyn",46,"","Narcisse","DOT - ROADWAY RESURFACING FOR CD 46TH","FUNDING TOWARDS ROADWAY RESURFACING FOR CD 46TH","HW D101",250000
"HW CN015","FY23","FY23","R","Staten Island",49,"St. George, Tompkinsville, Stapleton, New Brighton","Hanks","DEPARTMENT OF TRANSPORTATION - TRENCH RESTORATION","DEPARTMENT OF TRANSPORTATION - TRENCH RESTORATION IN CD 49","HW D104",500000
"HW CN016","FY23","FY23","R","Staten Island",49,"St. George, Tompkinsville, Stapleton, New Brighton","Hanks","DEPARTMENT OF TRANSPORTATION - BAY STREET SAFETY IMPROVEMENTS","DEPARTMENT OF TRANSPORTATION - BAY STREET SAFETY IMPROVEMENTS","HW D104",500000
"HW CN019","FY23","FY23","Q","Queens",28,"","Speaker, Adams","D28 ROAD RESURFACING","D28 ROAD RESURFACING DOT HW349LUM","HW D103",250000
"LB CN001","FY23","FY23","K","Brooklyn",33,"Greenpoint, Williamsburg","Restler","CENTER FOR BROOKLYN HISTORY - FIRE SAFETY UPGRADE","FIRE SAFETY UPGRADE AT BROOKLYN PUBLIC LIBRARY'S CENTER FOR BROOKLYN HISTORY.","LB D104",200000
"LB CN002","FY23","FY23","K","Brooklyn",35,"Bedford-Stuyvesant, Ocean Hill","Hudson","WALT WHITMAN LIBRARY RENOVATION","FUNDING TOWARD THE INFRASTRUCTURE AND INTERIOR RENOVATION PROJECT","LB D104",400000
"LB CN003","FY23","FY23","K","Brooklyn",36,"Crown Heights, Prospect Heights, Weeksville","Oss├⌐","BROOKLYN PUBLIC LIBRARY: NEW ROOF FOR MACON LIBRARY","FUNDING WILL GO TOWARDS A NEW ROOF FOR THE MACON LIBRARY BRANCH.","LB D104",1000000
"LB CN004","FY23","FY23","K","Brooklyn",38,"Brownsville, Ocean Hill","Avil├⌐s","BROOKLYN PUBLIC LIBRARY - SUNSET PARK","NEW BOOK COLLECTION FOR NEW BUILDING","LB D104",500000
"LB CN005","FY23","FY23","K","Brooklyn",39,"Flatbush, Midwood, Kensington","Speaker, Hanif","BROOKLYN PUBLIC LIBRARY- BOROUGH PARK BRANCH","INITIAL OUTFITTINGOF MAJOR INFRASTRUCTURE PROJECT","LB D104",1000000
"LB CN006","FY23","FY23","K","Brooklyn",46,"","Speaker, Narcisse","CANARSIE FULL BRANCH RENOVATION","FUNDING TOWARD A FULL RENOVATION OF CANARSIE LIBRARY","LB D104",1000000
"LB CN007","FY23","FY23","K","Brooklyn",46,"","Narcisse","CANARSIE LIBRARY -  FULL BRANCH RENOVATION","FUNDING TOWARD A FULL RENOVATION OF CANARSIE LIBRARY","LB D104",500000
"LB CN008","FY23","FY23","K","Brooklyn",47,"","Speaker, Kagan","NY PUBLIC LIBRARY - GRAVESEND LIBRARY RENOVATION","INTERIOR AND EXTERIOR RENOVATION AT GRAVESEND LIBRARY","LB D104",2500000
"LB CN011","FY23","FY23","K","Brooklyn",34,"Bushwick","Speaker, Gutierrez","COMPLETE ADA PROJECT AT LEONARD STREET LIBRARY","LEONARD LIBRARY IS STARTING AN HVAC/ROOF PROJECT, AND THEN WILL NEED TO START AN ADA PROJECT. THE ADA PROJECT IS ESTIMATED AT $3M, WE ARE SHORT $1.5M.","LB D104",1500000
